1.0000000000	0.9996145400	0.9984590400	0.9965362500	0.9938504700	0.9904080000	0.9862167200	0.9812862900 0.9756279000 0.9692544900 0.9621805500 0.9544220600 0.9459964000 0.9369224300 0.9272202300 0.9169112400 0.9060180800 0.8945642100 0.8825743800 0.8700741500 0.8570898200 0.8436484900 0.8297779000 0.8155062800 0.8008624300 0.7858753200 0.7705742700 0.7549887900 0.7391483800 0.7230825400 0.7068206700 0.6903920200 0.6738254400 0.6571494900 0.6403923000 0.6235814100 0.6067437500 0.5899057400 0.5730929400 0.5563302000 0.5396415000 0.5230499500 0.5065777900 0.4902461800 0.4740754400 0.4580847300 0.4422922100 0.4267150200 0.4113691200 0.3962694100 0.3814297600 0.3668628300 0.3525802800 0.3385925600 0.3249091800 0.3115384300 0.2984876900 0.2857632600 0.2733703900 0.2613133800 0.2495956400 0.2382195700 0.2271867800 0.2164979400 0.2061529900 0.1961510500 0.1864905200 0.1771691100 0.1681838900 0.1595313100 0.1512072400 0.1432070300 0.1355255800 0.1281572900 0.1210961900 0.1143359500 0.1078698900 0.1016910700 0.0957922790 0.0901661140 0.0848049740 0.0901661140 0.0957922790 0.1016910700 0.1078698900 0.1143359500 0.1210961900 0.1281572900 0.1355255800 0.1432070300 0.1512072400 0.1595313100 0.1681838900 0.1771691100 0.1864905200 0.1961510500 0.2061529900 0.2164979400 0.2271867800 0.2382195700 0.2495956400 0.2613133800 0.2733703900 0.2857632600 0.2984876900 0.3115384300 0.3249091800 0.3385925600 0.3525802800 0.3668628300 0.3814297600 0.3962694100 0.4113691200 0.4267150200 0.4422922100 0.4580847300 0.4740754400 0.4902461800 0.5065777900 0.5230499500 0.5396415000 0.5563302000 0.5730929400 0.5899057400 0.6067437500 0.6235814100 0.6403923000 0.6571494900 0.6738254400 0.6903920200 0.7068206700 0.7230825400 0.7391483800 0.7549887900 0.7705742700 0.7858753200 0.8008624300 0.8155062800 0.8297779000 0.8436484900 0.8570898200 0.8700741500 0.8825743800 0.8945642100 0.9060180800 0.9169112400 0.9272202300 0.9369224300 0.9459964000 0.9544220600 0.9621805500 0.9692544900 0.9756279000 0.9812862900 0.9862167200 0.9904080000 0.9938504700 0.9965362500 0.9984590400 0.9996145400
0.9993148400	0.9989296800	0.9977749600	0.9958534200	0.9931695500	0.9897294000	0.9855410500	0.9806139500 0.9749594300 0.9685904400 0.9615213300 0.9537681300 0.9453482600 0.9362804900 0.9265849600	0.9162830700 0.9053973000 0.8939513000 0.8819696900 0.8694779900 0.8565025900 0.8430704500 0.8292093900	0.8149475500 0.8003137100 0.7853368500 0.7700462900 0.7544714800 0.7386419200 0.7225871100 0.7063363800	0.6899189900 0.6733638000 0.6566992400 0.6399535500 0.6231541600 0.6063280700 0.5895015600 0.5727002600	0.5559490300 0.5392717700 0.5226915500 0.5062307100 0.4899102700 0.4737506200 0.4577708500 0.4419891800	0.4264226600 0.4110872400 0.3959979100 0.3811684300 0.3666114800 0.3523387000 0.3383605800 0.3246865600	0.3113249800 0.2982831900 0.2855674600 0.2731830800 0.2611343600 0.2494246200 0.2380563600 0.2270311300	0.2163496200 0.2060117400 0.1960166500 0.1863627400 0.1770477300 0.1680686600 0.1594220000 0.1511036300	0.1431089200 0.1354327200 0.1280694800 0.1210132200 0.1142576100 0.1077959800 0.1016214000 0.0957266460	0.0901043340 0.0847468670 0.0901043340 0.0957266460 0.1016214000 0.1077959800 0.1142576100 0.1210132200	0.1280694800 0.1354327200 0.1431089200 0.1511036300 0.1594220000 0.1680686600 0.1770477300 0.1863627400	0.1960166500 0.2060117400 0.2163496200 0.2270311300 0.2380563600 0.2494246200 0.2611343600 0.2731830800	0.2855674600 0.2982831900 0.3113249800 0.3246865600 0.3383605800 0.3523387000 0.3666114800 0.3811684300	0.3959979100 0.4110872400 0.4264226600 0.4419891800 0.4577708500 0.4737506200 0.4899102700 0.5062307100	0.5226915500 0.5392717700 0.5559490300 0.5727002600 0.5895015600 0.6063280700 0.6231541600 0.6399535500	0.6566992400 0.6733638000 0.6899189900 0.7063363800 0.7225871100 0.7386419200 0.7544714800 0.7700462900	0.7853368500 0.8003137100 0.8149475500 0.8292093900 0.8430704500 0.8565025900 0.8694779900 0.8819696900	0.8939513000 0.9053973000 0.9162830700 0.9265849600 0.9362804900 0.9453482600 0.9537681300 0.9615213300	0.9685904400 0.9749594300 0.9806139500 0.9855410500 0.9897294000 0.9931695500 0.9958534200 0.9977749600	0.9989296800
0.9972621800	0.9968777900	0.9957254500	0.9938079100	0.9911295200	0.9876964700	0.9835166900	0.9785997300 0.9729568400 0.9666008900 0.9595463300 0.9518090500 0.9434064600 0.9343572900 0.9246817200	0.9144009400 0.9035375700 0.8921150600 0.8801580700 0.8676920500 0.8547432400 0.8413387500 0.8275061200	0.8132736100 0.7986698200 0.7837237100 0.7684645700 0.7529217600 0.7371246800 0.7211028900 0.7048855400	0.6885018300 0.6719806800 0.6553503900 0.6386390300 0.6218741500 0.6050826300 0.5882906900 0.5715239000	0.5548070700 0.5381640800 0.5216179500 0.5051908500 0.4889040000 0.4727775200 0.4568305900 0.4410813200	0.4255467400 0.4102428600 0.3951845200 0.3803854900 0.3658584400 0.3516149800 0.3376655600 0.3240196400	0.3106855200 0.2976705100 0.2849808900 0.2726219600 0.2605979700 0.2489122900 0.2375673800 0.2265647800	0.2159052200 0.2055885800 0.1956140200 0.1859799500 0.1766840700 0.1677234300 0.1590945400 0.1507932500	0.1428149600 0.1351545300 0.1278064300 0.1207646600 0.1140229200 0.1075745700 0.1014126600 0.0955300180	0.0899192540 0.0845727920 0.0899192540 0.0955300180 0.1014126600 0.1075745700 0.1140229200 0.1207646600	0.1278064300 0.1351545300 0.1428149600 0.1507932500 0.1590945400 0.1677234300 0.1766840700 0.1859799500	0.1956140200 0.2055885800 0.2159052200 0.2265647800 0.2375673800 0.2489122900 0.2605979700 0.2726219600	0.2849808900 0.2976705100 0.3106855200 0.3240196400 0.3376655600 0.3516149800 0.3658584400 0.3803854900	0.3951845200 0.4102428600 0.4255467400 0.4410813200 0.4568305900 0.4727775200 0.4889040000 0.5051908500	0.5216179500 0.5381640800 0.5548070700 0.5715239000 0.5882906900 0.6050826300 0.6218741500 0.6386390300	0.6553503900 0.6719806800 0.6885018300 0.7048855400 0.7211028900 0.7371246800 0.7529217600 0.7684645700	0.7837237100 0.7986698200 0.8132736100 0.8275061200 0.8413387500 0.8547432400 0.8676920500 0.8801580700	0.8921150600 0.9035375700 0.9144009400 0.9246817200 0.9343572900 0.9434064600 0.9518090500 0.9595463300	0.9666008900 0.9729568400 0.9785997300 0.9835166900 0.9876964700 0.9911295200 0.9938079100 0.9957254500	0.9968777900
0.9938504700	0.9934673900	0.9923190500	0.9904080000	0.9877387900	0.9843174800	0.9801520100	0.9752518500 0.9696282700 0.9632940900 0.9562636000 0.9485528500 0.9401789900 0.9311608100 0.9215182700	0.9112727000 0.9004464700 0.8890630600 0.8771470200 0.8647236200 0.8518191000 0.8384604500 0.8246751400	0.8104913200 0.7959375400 0.7810425800 0.7658355800 0.7503459500 0.7346029300 0.7186359200 0.7024740600	0.6861464400 0.6696817300 0.6531083600 0.6364542200 0.6197466900 0.6030125600 0.5862780800 0.5695686900	0.5529090200 0.5363229500 0.5198334500 0.5034625500 0.4872314000 0.4711600800 0.4552677300 0.4395723300	0.4240909200 0.4088393700 0.3938325600 0.3790841400 0.3646068300 0.3504120700 0.3365103900 0.3229111400	0.3096226200 0.2966521400 0.2840059400 0.2716893000 0.2597064400 0.2480607500 0.2367546400 0.2257897000	0.2151665800 0.2048852400 0.1949448100 0.1853437000 0.1760796200 0.1671496500 0.1585502600 0.1502773800	0.1423263800 0.1346921600 0.1273691800 0.1203515100 0.1136328400 0.1072065500 0.1010657200 0.0952032060	0.0896116350 0.0842834640 0.0896116350 0.0952032060 0.1010657200 0.1072065500 0.1136328400 0.1203515100	0.1273691800 0.1346921600 0.1423263800 0.1502773800 0.1585502600 0.1671496500 0.1760796200 0.1853437000	0.1949448100 0.2048852400 0.2151665800 0.2257897000 0.2367546400 0.2480607500 0.2597064400 0.2716893000	0.2840059400 0.2966521400 0.3096226200 0.3229111400 0.3365103900 0.3504120700 0.3646068300 0.3790841400	0.3938325600 0.4088393700 0.4240909200 0.4395723300 0.4552677300 0.4711600800 0.4872314000 0.5034625500	0.5198334500 0.5363229500 0.5529090200 0.5695686900 0.5862780800 0.6030125600 0.6197466900 0.6364542200	0.6531083600 0.6696817300 0.6861464400 0.7024740600 0.7186359200 0.7346029300 0.7503459500 0.7658355800	0.7810425800 0.7959375400 0.8104913200 0.8246751400 0.8384604500 0.8518191000 0.8647236200 0.8771470200	0.8890630600 0.9004464700 0.9112727000 0.9215182700 0.9311608100 0.9401789900 0.9485528500 0.9562636000	0.9632940900 0.9696282700 0.9752518500 0.9801520100 0.9843174800 0.9877387900 0.9904080000 0.9923190500	0.9934673900
0.9890936600	0.9887124300	0.9875695700	0.9856677100	0.9830112500	0.9796063300	0.9754607700	0.9705840300 0.9649874000 0.9586834900 0.9516867400 0.9440128200 0.9356790800 0.9267040500 0.9171077000	0.9069111300 0.8961367600 0.8848078300 0.8729487700 0.8605848600 0.8477421400 0.8344473800 0.8207280600	0.8066121300 0.7921279700 0.7773042900 0.7621701400 0.7467546500 0.7310869700 0.7151963700 0.6991118800	0.6828624000 0.6664764900 0.6499824500 0.6334079500 0.6167804000 0.6001264500 0.5834720100 0.5668426200	0.5502626900 0.5337559600 0.5173453700 0.5010528600 0.4848994000 0.4689050000 0.4530887000 0.4374684400	0.4220611200 0.4068825800 0.3919475700 0.3772697700 0.3628617200 0.3487349200 0.3348997500 0.3213655900	0.3081407000 0.2952323000 0.2826466300 0.2703889000 0.2584634100 0.2468734700 0.2356214800 0.2247090000	0.2141367500 0.2039046300 0.1940117600 0.1844566000 0.1752368500 0.1663496200 0.1577914100 0.1495581300	0.1416451800 0.1340474900 0.1267595600 0.1197754800 0.1130889700 0.1066934200 0.1005820000 0.0947475430	0.0891827340 0.0838800590 0.0891827340 0.0947475430 0.1005820000 0.1066934200 0.1130889700 0.1197754800	0.1267595600 0.1340474900 0.1416451800 0.1495581300 0.1577914100 0.1663496200 0.1752368500 0.1844566000	0.1940117600 0.2039046300 0.2141367500 0.2247090000 0.2356214800 0.2468734700 0.2584634100 0.2703889000	0.2826466300 0.2952323000 0.3081407000 0.3213655900 0.3348997500 0.3487349200 0.3628617200 0.3772697700	0.3919475700 0.4068825800 0.4220611200 0.4374684400 0.4530887000 0.4689050000 0.4848994000 0.5010528600	0.5173453700 0.5337559600 0.5502626900 0.5668426200 0.5834720100 0.6001264500 0.6167804000 0.6334079500	0.6499824500 0.6664764900 0.6828624000 0.6991118800 0.7151963700 0.7310869700 0.7467546500 0.7621701400	0.7773042900 0.7921279700 0.8066121300 0.8207280600 0.8344473800 0.8477421400 0.8605848600 0.8729487700	0.8848078300 0.8961367600 0.9069111300 0.9171077000 0.9267040500 0.9356790800 0.9440128200 0.9516867400	0.9586834900 0.9649874000 0.9705840300 0.9754607700 0.9796063300 0.9830112500 0.9856677100 0.9875695700	0.9887124300
0.9830112500	0.9826323400	0.9814964500	0.9796063300	0.9769662000	0.9735822100	0.9694621600	0.9646154600 0.9590532200 0.9527880500 0.9458343400 0.9382076300 0.9299250800 0.9210052500 0.9114679100	0.9013341100 0.8906259500 0.8793667000 0.8675805300 0.8552926800 0.8425289400 0.8293159600 0.8156809800	0.8016518400 0.7872567800 0.7725242400 0.7574831800 0.7421624700 0.7265911100 0.7107982600 0.6948126600	0.6786631300 0.6623780100 0.6459853600 0.6295128500 0.6129875200 0.5964359000 0.5798839900 0.5633568200	0.5468788100 0.5304736500 0.5141639700 0.4979716200 0.4819175000 0.4660214800 0.4503024200 0.4347782100	0.4194656600 0.4043804400 0.3895373000 0.3749497500 0.3606303000 0.3465903700 0.3328402900 0.3193893700	0.3062457700 0.2934167700 0.2809085000 0.2687261400 0.2568740000 0.2453553200 0.2341725200 0.2233271600	0.2128199200 0.2026507100 0.1928186900 0.1833222800 0.1741592300 0.1653266500 0.1568210700 0.1486384100	0.1407741300 0.1332231600 0.1259800500 0.1190389200 0.1123935200 0.1060373100 0.0999634640 0.0941648860	0.0886343050 0.0833642410 0.0886343050 0.0941648860 0.0999634640 0.1060373100 0.1123935200 0.1190389200	0.1259800500 0.1332231600 0.1407741300 0.1486384100 0.1568210700 0.1653266500 0.1741592300 0.1833222800	0.1928186900 0.2026507100 0.2128199200 0.2233271600 0.2341725200 0.2453553200 0.2568740000 0.2687261400	0.2809085000 0.2934167700 0.3062457700 0.3193893700 0.3328402900 0.3465903700 0.3606303000 0.3749497500	0.3895373000 0.4043804400 0.4194656600 0.4347782100 0.4503024200 0.4660214800 0.4819175000 0.4979716200	0.5141639700 0.5304736500 0.5468788100 0.5633568200 0.5798839900 0.5964359000 0.6129875200 0.6295128500	0.6459853600 0.6623780100 0.6786631300 0.6948126600 0.7107982600 0.7265911100 0.7421624700 0.7574831800	0.7725242400 0.7872567800 0.8016518400 0.8156809800 0.8293159600 0.8425289400 0.8552926800 0.8675805300	0.8793667000 0.8906259500 0.9013341100 0.9114679100 0.9210052500 0.9299250800 0.9382076300 0.9458343400	0.9527880500 0.9590532200 0.9646154600 0.9694621600 0.9735822100 0.9769662000 0.9796063300 0.9814964500	0.9826323400
0.9756279000	0.9752518500	0.9741245500	0.9722485500	0.9696282700	0.9662696700	0.9621805500	0.9573702800 0.9518498200 0.9456317400 0.9387302400 0.9311608100 0.9229404900 0.9140876500 0.9046219600	0.8945642100 0.8839365200 0.8727618500 0.8610642000 0.8488686100 0.8362007100 0.8230869800 0.8095544600	0.7956306900 0.7813437600 0.7667219000 0.7517937400 0.7365881200 0.7211337700 0.7054594800 0.6895939700	0.6735657500 0.6574029300 0.6411334300 0.6247845900 0.6083834200 0.5919561400 0.5755285000 0.5591254800	0.5427712800 0.5264893200 0.5103021300 0.4942314000 0.4782978600 0.4625212300 0.4469202500 0.4315126200	0.4163150800 0.4013431700 0.3866114900 0.3721335200 0.3579216300 0.3439871400 0.3303403600 0.3169904400	0.3039456000 0.2912129500 0.2787986100 0.2667077800 0.2549446200 0.2435124700 0.2324136600 0.2216497700	0.2112214400 0.2011286200 0.1913704400 0.1819453500 0.1728511300 0.1640849000 0.1556431900 0.1475220000	0.1397167700 0.1322225300 0.1250338300 0.1181448300 0.1115493400 0.1052408700 0.0992126460 0.0934576240	0.0879685730 0.0827380940 0.0879685730 0.0934576240 0.0992126460 0.1052408700 0.1115493400 0.1181448300	0.1250338300 0.1322225300 0.1397167700 0.1475220000 0.1556431900 0.1640849000 0.1728511300 0.1819453500	0.1913704400 0.2011286200 0.2112214400 0.2216497700 0.2324136600 0.2435124700 0.2549446200 0.2667077800	0.2787986100 0.2912129500 0.3039456000 0.3169904400 0.3303403600 0.3439871400 0.3579216300 0.3721335200	0.3866114900 0.4013431700 0.4163150800 0.4315126200 0.4469202500 0.4625212300 0.4782978600 0.4942314000	0.5103021300 0.5264893200 0.5427712800 0.5591254800 0.5755285000 0.5919561400 0.6083834200 0.6247845900	0.6411334300 0.6574029300 0.6735657500 0.6895939700 0.7054594800 0.7211337700 0.7365881200 0.7517937400	0.7667219000 0.7813437600 0.7956306900 0.8095544600 0.8230869800 0.8362007100 0.8488686100 0.8610642000	0.8727618500 0.8839365200 0.8945642100 0.9046219600 0.9140876500 0.9229404900 0.9311608100 0.9387302400	0.9456317400 0.9518498200 0.9573702800 0.9621805500 0.9662696700 0.9696282700 0.9722485500 0.9741245500	0.9752518500
0.9669736000	0.9666008900	0.9654835500	0.9636242400	0.9610272000	0.9576984000	0.9536455900	0.9488779300 0.9434064600 0.9372435200 0.9304032300 0.9229009200 0.9147535600 0.9059792200 0.8965975000	0.8866289900 0.8760955300 0.8650199800 0.8534261600 0.8413387500 0.8287832100 0.8157858300 0.8023733500	0.7885730900 0.7744128100 0.7599207200 0.7451250000 0.7300542000 0.7147369400 0.6992017000 0.6834769200	0.6675908600 0.6515714500 0.6354462500 0.6192424300 0.6029867500 0.5867052100 0.5704233100 0.5541657800	0.5379566000 0.5218190600 0.5057755100 0.4898473300 0.4740551100 0.4584184300 0.4429558500 0.4276849000	0.4126221500 0.3977830700 0.3831820800 0.3688325300 0.3547467000 0.3409358300 0.3274100700 0.3141785900	0.3012494400 0.2886297400 0.2763255200 0.2643419500 0.2526831600 0.2413523900 0.2303520400 0.2196836200	0.2093478000 0.1993445000 0.1896728900 0.1803314100 0.1713178600 0.1626293800 0.1542625600 0.1462134100	0.1384774300 0.1310496600 0.1239247200 0.1170968300 0.1105598400 0.1043073400 0.0983325760 0.0926286060	0.0871882510 0.0820041670 0.0871882510 0.0926286060 0.0983325760 0.1043073400 0.1105598400 0.1170968300	0.1239247200 0.1310496600 0.1384774300 0.1462134100 0.1542625600 0.1626293800 0.1713178600 0.1803314100	0.1896728900 0.1993445000 0.2093478000 0.2196836200 0.2303520400 0.2413523900 0.2526831600 0.2643419500	0.2763255200 0.2886297400 0.3012494400 0.3141785900 0.3274100700 0.3409358300 0.3547467000 0.3688325300	0.3831820800 0.3977830700 0.4126221500 0.4276849000 0.4429558500 0.4584184300 0.4740551100 0.4898473300	0.5057755100 0.5218190600 0.5379566000 0.5541657800 0.5704233100 0.5867052100 0.6029867500 0.6192424300	0.6354462500 0.6515714500 0.6675908600 0.6834769200 0.6992017000 0.7147369400 0.7300542000 0.7451250000	0.7599207200 0.7744128100 0.7885730900 0.8023733500 0.8157858300 0.8287832100 0.8413387500 0.8534261600	0.8650199800 0.8760955300 0.8866289900 0.8965975000 0.9059792200 0.9147535600 0.9229009200 0.9304032300	0.9372435200 0.9434064600 0.9488779300 0.9536455900 0.9576984000 0.9610272000 0.9636242400 0.9654835500	0.9666008900
0.9570832300	0.9567143300	0.9556084300	0.9537681300	0.9511976200	0.9479029200	0.9438915300	0.9391726300 0.9337571300 0.9276572500 0.9208868700 0.9134613300 0.9053973000 0.8967127200 0.8874269700	0.8775604400 0.8671346900 0.8561724400 0.8446971800 0.8327333900 0.8203063000 0.8074418300 0.7941665100	0.7805074500 0.7664920100 0.7521480900 0.7375037100 0.7225871100 0.7074264900 0.6920501600 0.6764862500	0.6607626100 0.6449070600 0.6289467800 0.6129087200 0.5968192800 0.5807042700 0.5645889000 0.5484976800	0.5324543100 0.5164818200 0.5006023600 0.4848370900 0.4692063900 0.4537296600 0.4384252100 0.4233104600	0.4084017900 0.3937144900 0.3792628300 0.3650600300 0.3511182700 0.3374486600 0.3240612700 0.3109651200	0.2981682100 0.2856775800 0.2734992200 0.2616381900 0.2500986800 0.2388838100 0.2279959600 0.2174366600	0.2072065600 0.1973055800 0.1877328800 0.1784869600 0.1695655900 0.1609659800 0.1526847300 0.1447179200	0.1370610600 0.1297092600 0.1226571900 0.1158991400 0.1094290200 0.1032404700 0.0973268150 0.0916811900	0.0862964760 0.0811654180 0.0862964760 0.0916811900 0.0973268150 0.1032404700 0.1094290200 0.1158991400	0.1226571900 0.1297092600 0.1370610600 0.1447179200 0.1526847300 0.1609659800 0.1695655900 0.1784869600	0.1877328800 0.1973055800 0.2072065600 0.2174366600 0.2279959600 0.2388838100 0.2500986800 0.2616381900	0.2734992200 0.2856775800 0.2981682100 0.3109651200 0.3240612700 0.3374486600 0.3511182700 0.3650600300	0.3792628300 0.3937144900 0.4084017900 0.4233104600 0.4384252100 0.4537296600 0.4692063900 0.4848370900	0.5006023600 0.5164818200 0.5324543100 0.5484976800 0.5645889000 0.5807042700 0.5968192800 0.6129087200	0.6289467800 0.6449070600 0.6607626100 0.6764862500 0.6920501600 0.7074264900 0.7225871100 0.7375037100	0.7521480900 0.7664920100 0.7805074500 0.7941665100 0.8074418300 0.8203063000 0.8327333900 0.8446971800	0.8561724400 0.8671346900 0.8775604400 0.8874269700 0.8967127200 0.9053973000 0.9134613300 0.9208868700	0.9276572500 0.9337571300 0.9391726300 0.9438915300 0.9479029200 0.9511976200 0.9537681300 0.9556084300	0.9567143300
0.9459964000	0.9456317400	0.9445386500	0.9427197000	0.9401789900	0.9369224300	0.9329574700	0.9282932900 0.9229404900 0.9169112400 0.9102193700 0.9028798300 0.8949091400 0.8863252400 0.8771470200	0.8673947500 0.8570898200 0.8462545300 0.8349121800 0.8230869800 0.8108038900 0.7980884300 0.7849668900	0.7714660200 0.7576129400 0.7434352000 0.7289604500 0.7142166500 0.6992316800 0.6840334500 0.6686497900	0.6531083600 0.6374364500 0.6216610700 0.6058087900 0.5899057400 0.5739774100 0.5580487300 0.5421438800	0.5262863600 0.5104988800 0.4948033700 0.4792207500 0.4637711300 0.4484736300 0.4333464800 0.4184068400	0.4036708500 0.3891536900 0.3748694400 0.3608311700 0.3470509400 0.3335396600 0.3203073400 0.3073628800	0.2947142400 0.2823683000 0.2703310000 0.2586073900 0.2472015200 0.2361165700 0.2253548700 0.2149178700	0.2048062800 0.1950199900 0.1855581800 0.1764193600 0.1676013500 0.1591013500 0.1509160400 0.1430414900	0.1354733400 0.1282067000 0.1212363300 0.1145565600 0.1081614000 0.1020445300 0.0961993860 0.0906191540	0.0852968170 0.0802251990 0.0852968170 0.0906191540 0.0961993860 0.1020445300 0.1081614000 0.1145565600	0.1212363300 0.1282067000 0.1354733400 0.1430414900 0.1509160400 0.1591013500 0.1676013500 0.1764193600	0.1855581800 0.1950199900 0.2048062800 0.2149178700 0.2253548700 0.2361165700 0.2472015200 0.2586073900	0.2703310000 0.2823683000 0.2947142400 0.3073628800 0.3203073400 0.3335396600 0.3470509400 0.3608311700	0.3748694400 0.3891536900 0.4036708500 0.4184068400 0.4333464800 0.4484736300 0.4637711300 0.4792207500	0.4948033700 0.5104988800 0.5262863600 0.5421438800 0.5580487300 0.5739774100 0.5899057400 0.6058087900	0.6216610700 0.6374364500 0.6531083600 0.6686497900 0.6840334500 0.6992316800 0.7142166500 0.7289604500	0.7434352000 0.7576129400 0.7714660200 0.7849668900 0.7980884300 0.8108038900 0.8230869800 0.8349121800	0.8462545300 0.8570898200 0.8673947500 0.8771470200 0.8863252400 0.8949091400 0.9028798300 0.9102193700	0.9169112400 0.9229404900 0.9282932900 0.9329574700 0.9369224300 0.9401789900 0.9427197000 0.9445386500	0.9456317400
0.9337571300	0.9333971700	0.9323182700	0.9305228000	0.9280149300	0.9248005200	0.9208868700	0.9162830700 0.9109994800 0.9050483100 0.8984429800 0.8911984000 0.8833308800 0.8748579600 0.8657984700	0.8561724400 0.8460007900 0.8353056900 0.8241101500 0.8124379500 0.8003137100 0.7877627600 0.7748110300	0.7614848000 0.7478110200 0.7338166800 0.7195292100 0.7049761400 0.6901850100 0.6751834800 0.6599988300	0.6446584500 0.6291893100 0.6136180200 0.5979708400 0.5822735400 0.5665513300 0.5508287000 0.5351296100	0.5194772500 0.5038940900 0.4884016200 0.4730205800 0.4577708500 0.4426713000 0.4277398600 0.4129935200	0.3984481700 0.3841188300 0.3700194100 0.3561627600 0.3425608000 0.3292243500 0.3161632100 0.3033862400	0.2909012400 0.2787150100 0.2668334800 0.2552615400 0.2440032400 0.2330617000 0.2224392300 0.2121372700	0.2021565000 0.1924968200 0.1831574400 0.1741368500 0.1654329200 0.1570429100 0.1489635000 0.1411908300	0.1337205900 0.1265479800 0.1196677800 0.1130744300 0.1067620100 0.1007242800 0.0949547590 0.0894467230	0.0841932520 0.0791872440 0.0841932520 0.0894467230 0.0949547590 0.1007242800 0.1067620100 0.1130744300	0.1196677800 0.1265479800 0.1337205900 0.1411908300 0.1489635000 0.1570429100 0.1654329200 0.1741368500	0.1831574400 0.1924968200 0.2021565000 0.2121372700 0.2224392300 0.2330617000 0.2440032400 0.2552615400	0.2668334800 0.2787150100 0.2909012400 0.3033862400 0.3161632100 0.3292243500 0.3425608000 0.3561627600	0.3700194100 0.3841188300 0.3984481700 0.4129935200 0.4277398600 0.4426713000 0.4577708500 0.4730205800	0.4884016200 0.5038940900 0.5194772500 0.5351296100 0.5508287000 0.5665513300 0.5822735400 0.5979708400	0.6136180200 0.6291893100 0.6446584500 0.6599988300 0.6751834800 0.6901850100 0.7049761400 0.7195292100	0.7338166800 0.7478110200 0.7614848000 0.7748110300 0.7877627600 0.8003137100 0.8124379500 0.8241101500	0.8353056900 0.8460007900 0.8561724400 0.8657984700 0.8748579600 0.8833308800 0.8911984000 0.8984429800	0.9050483100 0.9109994800 0.9162830700 0.9208868700 0.9248005200 0.9280149300 0.9305228000 0.9323182700	0.9333971700
