0.0000000000	0.0000001232	0.0000002659	0.0000004308	0.0000006211	0.0000008404	0.0000010928	0.0000013828 0.0000017159 0.0000020978 0.0000025355 0.0000030366 0.0000036097 0.0000042646 0.0000050124 0.0000058657 0.0000068384 0.0000079464 0.0000092076 0.0000106421 0.0000122723 0.0000141236 0.0000162243 0.0000186063 0.0000213051 0.0000243604 0.0000278167 0.0000317236 0.0000361364 0.0000411168 0.0000467333 0.0000530622 0.0000601883 0.0000682057 0.0000772186 0.0000873428 0.0000987060 0.0001114500 0.0001257309 0.0001417213 0.0001596116 0.0001796113 0.0002019511 0.0002268849 0.0002546912 0.0002856759 0.0003201744 0.0003585538 0.0004012162 0.0004486009 0.0005011877 0.0005595001 0.0006241086 0.0006956345 0.0007747536 0.0008622002 0.0009587714 0.0010653317 0.0011828177 0.0013122427 0.0014547025 0.0016113804 0.0017835528 0.0019725957 0.0021799898 0.0024073285 0.0026563222 0.0029288067 0.0032267505 0.0035522603 0.0039075902 0.0042951475 0.0047175013 0.0051773898 0.0056777298 0.0062216204 0.0068123545 0.0074534281 0.0081485417 0.0089016138 0.0048583606 -0.0000000692 -0.0000000735 -0.0000000780 -0.0000000828 -0.0000000877 -0.0000000929 -0.0000000984 -0.0000001040 -0.0000001099 -0.0000001160 -0.0000001224 -0.0000001291 -0.0000001360 -0.0000001431 -0.0000001505 -0.0000001582 -0.0000001661 -0.0000001743 -0.0000001828 -0.0000001915 -0.0000002005 -0.0000002098 -0.0000002193 -0.0000002290 -0.0000002390 -0.0000002493 -0.0000002598 -0.0000002705 -0.0000002814 -0.0000002926 -0.0000003039 -0.0000003155 -0.0000003272 -0.0000003391 -0.0000003511 -0.0000003633 -0.0000003756 -0.0000003880 -0.0000004005 -0.0000004131 -0.0000004257 -0.0000004383 -0.0000004509 -0.0000004635 -0.0000004760 -0.0000004884 -0.0000005006 -0.0000005127 -0.0000005246 -0.0000005362 -0.0000005476 -0.0000005585 -0.0000005690 -0.0000005791 -0.0000005886 -0.0000005974 -0.0000006055 -0.0000006128 -0.0000006191 -0.0000006243 -0.0000006283 -0.0000006309 -0.0000006320 -0.0000006312 -0.0000006283 -0.0000006232 -0.0000006153 -0.0000006045 -0.0000005901 -0.0000005719 -0.0000005492 -0.0000005213 -0.0000004876 -0.0000004472 -0.0000003991 -0.0000003423 -0.0000002756 -0.0000001974 -0.0000001061
0.0000000000	0.0000001232	0.0000002658	0.0000004307	0.0000006210	0.0000008402	0.0000010926	0.0000013826 0.0000017156 0.0000020975 0.0000025351 0.0000030361 0.0000036091 0.0000042639 0.0000050116	0.0000058647 0.0000068372 0.0000079450 0.0000092060 0.0000106402 0.0000122702 0.0000141212 0.0000162215	0.0000186031 0.0000213014 0.0000243562 0.0000278119 0.0000317182 0.0000361303 0.0000411098 0.0000467253	0.0000530532 0.0000601780 0.0000681940 0.0000772054 0.0000873278 0.0000986891 0.0001114309 0.0001257093	0.0001416970 0.0001595842 0.0001795805 0.0002019166 0.0002268460 0.0002546476 0.0002856270 0.0003201195	0.0003584924 0.0004011475 0.0004485241 0.0005011018 0.0005594043 0.0006240017 0.0006955154 0.0007746209	0.0008620526 0.0009586072 0.0010651493 0.0011826151 0.0013120179 0.0014544533 0.0016111044 0.0017832472	0.0019722576 0.0021796164 0.0024069159 0.0026558670 0.0029283050 0.0032261976 0.0035516520 0.0039069206	0.0042944117 0.0047166930 0.0051765027 0.0056767571 0.0062205540 0.0068111876 0.0074521508 0.0081471456	0.0089000883 0.0048575285 -0.0000000692	-0.0000000735 -0.0000000780 -0.0000000828 -0.0000000877	-0.0000000929 -0.0000000983 -0.0000001040 -0.0000001099	-0.0000001160 -0.0000001224 -0.0000001290 -0.0000001359	-0.0000001431 -0.0000001505 -0.0000001582 -0.0000001661	-0.0000001743 -0.0000001828 -0.0000001915 -0.0000002005	-0.0000002097 -0.0000002192 -0.0000002290 -0.0000002390	-0.0000002492 -0.0000002597 -0.0000002704 -0.0000002814	-0.0000002925 -0.0000003039 -0.0000003154 -0.0000003271	-0.0000003390 -0.0000003511 -0.0000003633 -0.0000003756	-0.0000003880 -0.0000004005 -0.0000004130 -0.0000004256	-0.0000004382 -0.0000004508 -0.0000004634 -0.0000004759	-0.0000004883 -0.0000005006 -0.0000005127 -0.0000005245	-0.0000005362 -0.0000005475 -0.0000005584 -0.0000005689	-0.0000005790 -0.0000005885 -0.0000005973 -0.0000006054	-0.0000006127 -0.0000006190 -0.0000006242 -0.0000006282	-0.0000006308 -0.0000006318 -0.0000006311 -0.0000006282	-0.0000006230 -0.0000006152 -0.0000006043 -0.0000005900	-0.0000005718 -0.0000005491 -0.0000005212 -0.0000004875	-0.0000004471 -0.0000003991 -0.0000003423 -0.0000002755	-0.0000001973 -0.0000001061
0.0000000000	0.0000001231	0.0000002657	0.0000004305	0.0000006207	0.0000008398	0.0000010920	0.0000013819 0.0000017147 0.0000020964 0.0000025338 0.0000030345 0.0000036072 0.0000042617 0.0000050090	0.0000058617 0.0000068337 0.0000079410 0.0000092013 0.0000106348 0.0000122639 0.0000141139 0.0000162132	0.0000185935 0.0000212905 0.0000243437 0.0000277976 0.0000317019 0.0000361117 0.0000410886 0.0000467013	0.0000530259 0.0000601471 0.0000681590 0.0000771657 0.0000872829 0.0000986384 0.0001113736 0.0001256447	0.0001416242 0.0001595022 0.0001794882 0.0002018128 0.0002267295 0.0002545167 0.0002854802 0.0003199550	0.0003583082 0.0004009414 0.0004482936 0.0005008443 0.0005591168 0.0006236810 0.0006951580 0.0007742228	0.0008616095 0.0009581145 0.0010646019 0.0011820073 0.0013113437 0.0014537059 0.0016102763 0.0017823309	0.0019712441 0.0021784964 0.0024056791 0.0026545019 0.0029267999 0.0032245398 0.0035498263 0.0039049129	0.0042922045 0.0047142692 0.0051738429 0.0056738397 0.0062173572 0.0068076872 0.0074483212 0.0081429593	0.0088955145 0.0048550325 -0.0000000692	-0.0000000735 -0.0000000780 -0.0000000827 -0.0000000877	-0.0000000929 -0.0000000983 -0.0000001039 -0.0000001098	-0.0000001160 -0.0000001223 -0.0000001290 -0.0000001359	-0.0000001430 -0.0000001504 -0.0000001581 -0.0000001660	-0.0000001742 -0.0000001827 -0.0000001914 -0.0000002004	-0.0000002096 -0.0000002191 -0.0000002289 -0.0000002389	-0.0000002491 -0.0000002596 -0.0000002703 -0.0000002812	-0.0000002924 -0.0000003037 -0.0000003153 -0.0000003270	-0.0000003389 -0.0000003509 -0.0000003631 -0.0000003754	-0.0000003878 -0.0000004003 -0.0000004128 -0.0000004254	-0.0000004380 -0.0000004506 -0.0000004632 -0.0000004756	-0.0000004880 -0.0000005003 -0.0000005124 -0.0000005243	-0.0000005359 -0.0000005472 -0.0000005581 -0.0000005687	-0.0000005787 -0.0000005882 -0.0000005970 -0.0000006051	-0.0000006124 -0.0000006187 -0.0000006239 -0.0000006279	-0.0000006305 -0.0000006315 -0.0000006307 -0.0000006279	-0.0000006227 -0.0000006149 -0.0000006040 -0.0000005897	-0.0000005715 -0.0000005488 -0.0000005209 -0.0000004872	-0.0000004469 -0.0000003988 -0.0000003421 -0.0000002754	-0.0000001972 -0.0000001061
0.0000000000	0.0000001230	0.0000002655	0.0000004301	0.0000006201	0.0000008391	0.0000010911	0.0000013807 0.0000017132 0.0000020946 0.0000025316 0.0000030319 0.0000036041 0.0000042580 0.0000050047	0.0000058566 0.0000068278 0.0000079342 0.0000091934 0.0000106257 0.0000122534 0.0000141018 0.0000161993	0.0000185776 0.0000212722 0.0000243228 0.0000277738 0.0000316747 0.0000360808 0.0000410535 0.0000466613	0.0000529805 0.0000600956 0.0000681006 0.0000770997 0.0000872082 0.0000985540 0.0001112783 0.0001255371	0.0001415029 0.0001593656 0.0001793345 0.0002016400 0.0002265353 0.0002542987 0.0002852357 0.0003196810	0.0003580013 0.0004005980 0.0004479097 0.0005004155 0.0005586380 0.0006231470 0.0006945626 0.0007735599	0.0008608716 0.0009572940 0.0010636902 0.0011809950 0.0013102207 0.0014524610 0.0016088973 0.0017808046	0.0019695561 0.0021766308 0.0024036188 0.0026522288 0.0029242935 0.0032217780 0.0035467867 0.0039015687	0.0042885286 0.0047102319 0.0051694121 0.0056689805 0.0062120329 0.0068018576 0.0074419430 0.0081359856	0.0088878972 0.0048508747 -0.0000000691	-0.0000000734 -0.0000000779 -0.0000000827 -0.0000000876	-0.0000000928 -0.0000000982 -0.0000001039 -0.0000001097	-0.0000001159 -0.0000001222 -0.0000001289 -0.0000001358	-0.0000001429 -0.0000001503 -0.0000001580 -0.0000001659	-0.0000001741 -0.0000001825 -0.0000001912 -0.0000002002	-0.0000002094 -0.0000002189 -0.0000002287 -0.0000002387	-0.0000002489 -0.0000002594 -0.0000002701 -0.0000002810	-0.0000002921 -0.0000003035 -0.0000003150 -0.0000003267	-0.0000003386 -0.0000003506 -0.0000003628 -0.0000003751	-0.0000003874 -0.0000003999 -0.0000004125 -0.0000004250	-0.0000004376 -0.0000004502 -0.0000004628 -0.0000004752	-0.0000004876 -0.0000004999 -0.0000005119 -0.0000005238	-0.0000005354 -0.0000005467 -0.0000005577 -0.0000005682	-0.0000005782 -0.0000005877 -0.0000005965 -0.0000006046	-0.0000006118 -0.0000006181 -0.0000006234 -0.0000006274	-0.0000006300 -0.0000006310 -0.0000006302 -0.0000006274	-0.0000006222 -0.0000006144 -0.0000006035 -0.0000005892	-0.0000005710 -0.0000005483 -0.0000005205 -0.0000004868	-0.0000004465 -0.0000003985 -0.0000003418 -0.0000002751	-0.0000001971 -0.0000001060
0.0000000000	0.0000001229	0.0000002651	0.0000004296	0.0000006194	0.0000008381	0.0000010898	0.0000013790 0.0000017112 0.0000020921 0.0000025286 0.0000030283 0.0000035998 0.0000042529 0.0000049987	0.0000058496 0.0000068197 0.0000079246 0.0000091824 0.0000106129 0.0000122387 0.0000140849 0.0000161799	0.0000185554 0.0000212467 0.0000242937 0.0000277405 0.0000316368 0.0000360375 0.0000410042 0.0000466054	0.0000529170 0.0000600236 0.0000680190 0.0000770072 0.0000871036 0.0000984358 0.0001111449 0.0001253867	0.0001413333 0.0001591746 0.0001791195 0.0002013982 0.0002262637 0.0002539939 0.0002848938 0.0003192978	0.0003575722 0.0004001178 0.0004473728 0.0004998156 0.0005579683 0.0006223999 0.0006937300 0.0007726325	0.0008598397 0.0009561466 0.0010624152 0.0011795794 0.0013086501 0.0014507198 0.0016069687 0.0017786699	0.0019671952 0.0021740214 0.0024007377 0.0026490495 0.0029207880 0.0032179162 0.0035425350 0.0038968921	0.0042833881 0.0047045853 0.0051632151 0.0056621851 0.0062045865 0.0067937043 0.0074330224 0.0081262328	0.0088772429 0.0048450595 -0.0000000690	-0.0000000733 -0.0000000778 -0.0000000826 -0.0000000875	-0.0000000927 -0.0000000981 -0.0000001037 -0.0000001096	-0.0000001157 -0.0000001221 -0.0000001287 -0.0000001356	-0.0000001427 -0.0000001501 -0.0000001578 -0.0000001657	-0.0000001739 -0.0000001823 -0.0000001910 -0.0000002000	-0.0000002092 -0.0000002187 -0.0000002284 -0.0000002384	-0.0000002486 -0.0000002591 -0.0000002697 -0.0000002806	-0.0000002918 -0.0000003031 -0.0000003146 -0.0000003263	-0.0000003382 -0.0000003502 -0.0000003623 -0.0000003746	-0.0000003870 -0.0000003994 -0.0000004120 -0.0000004245	-0.0000004371 -0.0000004497 -0.0000004622 -0.0000004747	-0.0000004870 -0.0000004993 -0.0000005113 -0.0000005232	-0.0000005348 -0.0000005461 -0.0000005570 -0.0000005675	-0.0000005775 -0.0000005870 -0.0000005958 -0.0000006039	-0.0000006111 -0.0000006174 -0.0000006226 -0.0000006266	-0.0000006292 -0.0000006302 -0.0000006294 -0.0000006266	-0.0000006214 -0.0000006136 -0.0000006028 -0.0000005885	-0.0000005703 -0.0000005477 -0.0000005199 -0.0000004862	-0.0000004459 -0.0000003980 -0.0000003414 -0.0000002748	-0.0000001968 -0.0000001059
0.0000000000	0.0000001227	0.0000002647	0.0000004289	0.0000006184	0.0000008368	0.0000010881	0.0000013769 0.0000017085 0.0000020889 0.0000025247 0.0000030236 0.0000035942 0.0000042464 0.0000049910	0.0000058406 0.0000068091 0.0000079124 0.0000091682 0.0000105966 0.0000122198 0.0000140632 0.0000161550	0.0000185268 0.0000212140 0.0000242562 0.0000276978 0.0000315880 0.0000359820 0.0000409411 0.0000465336	0.0000528354 0.0000599311 0.0000679142 0.0000768886 0.0000869694 0.0000982841 0.0001109736 0.0001251934	0.0001411155 0.0001589293 0.0001788435 0.0002010879 0.0002259151 0.0002536025 0.0002844548 0.0003188058	0.0003570212 0.0003995013 0.0004466834 0.0004990454 0.0005571085 0.0006214409 0.0006926610 0.0007714420	0.0008585147 0.0009546732 0.0010607780 0.0011777617 0.0013066336 0.0014484845 0.0016044924 0.0017759290	0.0019641637 0.0021706715 0.0023970383 0.0026449675 0.0029162874 0.0032129576 0.0035370761 0.0038908871	0.0042767874 0.0046973363 0.0051552588 0.0056534596 0.0061950255 0.0067832354 0.0074215680 0.0081137102	0.0088635646 0.0048375935 -0.0000000689	-0.0000000732 -0.0000000777 -0.0000000824 -0.0000000874	-0.0000000925 -0.0000000979 -0.0000001036 -0.0000001094	-0.0000001155 -0.0000001219 -0.0000001285 -0.0000001354	-0.0000001425 -0.0000001499 -0.0000001575 -0.0000001654	-0.0000001736 -0.0000001820 -0.0000001907 -0.0000001997	-0.0000002089 -0.0000002183 -0.0000002280 -0.0000002380	-0.0000002482 -0.0000002587 -0.0000002693 -0.0000002802	-0.0000002913 -0.0000003026 -0.0000003141 -0.0000003258	-0.0000003376 -0.0000003496 -0.0000003618 -0.0000003740	-0.0000003864 -0.0000003988 -0.0000004113 -0.0000004239	-0.0000004364 -0.0000004490 -0.0000004615 -0.0000004739	-0.0000004863 -0.0000004985 -0.0000005105 -0.0000005224	-0.0000005340 -0.0000005452 -0.0000005561 -0.0000005666	-0.0000005766 -0.0000005861 -0.0000005949 -0.0000006029	-0.0000006102 -0.0000006165 -0.0000006217 -0.0000006256	-0.0000006282 -0.0000006293 -0.0000006285 -0.0000006256	-0.0000006205 -0.0000006127 -0.0000006019 -0.0000005876	-0.0000005694 -0.0000005468 -0.0000005191 -0.0000004855	-0.0000004453 -0.0000003974 -0.0000003409 -0.0000002744	-0.0000001965 -0.0000001057
0.0000000000	0.0000001224	0.0000002642	0.0000004281	0.0000006173	0.0000008352	0.0000010860	0.0000013743 0.0000017053 0.0000020849 0.0000025199 0.0000030179 0.0000035875 0.0000042384 0.0000049816	0.0000058296 0.0000067963 0.0000078975 0.0000091510 0.0000105766 0.0000121968 0.0000140367 0.0000161246	0.0000184919 0.0000211740 0.0000242106 0.0000276456 0.0000315285 0.0000359142 0.0000408640 0.0000464459	0.0000527359 0.0000598182 0.0000677863 0.0000767438 0.0000868057 0.0000980991 0.0001107646 0.0001249577	0.0001408498 0.0001586300 0.0001785067 0.0002007093 0.0002254897 0.0002531250 0.0002839191 0.0003182055	0.0003563489 0.0003987490 0.0004458423 0.0004981057 0.0005560595 0.0006202707 0.0006913567 0.0007699893	0.0008568981 0.0009528755 0.0010587806 0.0011755440 0.0013041731 0.0014457568 0.0016014711 0.0017725849	0.0019604652 0.0021665841 0.0023925244 0.0026399868 0.0029107961 0.0032069075 0.0035304157 0.0038835604	0.0042687343 0.0046884906 0.0051455516 0.0056428146 0.0061833598 0.0067704623 0.0074075931 0.0080984319	0.0088468734 0.0048284847 -0.0000000688	-0.0000000731 -0.0000000776 -0.0000000823 -0.0000000872	-0.0000000924 -0.0000000978 -0.0000001034 -0.0000001092	-0.0000001153 -0.0000001217 -0.0000001283 -0.0000001351	-0.0000001422 -0.0000001496 -0.0000001572 -0.0000001651	-0.0000001733 -0.0000001817 -0.0000001904 -0.0000001993	-0.0000002085 -0.0000002179 -0.0000002276 -0.0000002376	-0.0000002477 -0.0000002582 -0.0000002688 -0.0000002797	-0.0000002908 -0.0000003021 -0.0000003135 -0.0000003252	-0.0000003370 -0.0000003490 -0.0000003611 -0.0000003733	-0.0000003857 -0.0000003981 -0.0000004105 -0.0000004231	-0.0000004356 -0.0000004481 -0.0000004606 -0.0000004730	-0.0000004854 -0.0000004976 -0.0000005096 -0.0000005214	-0.0000005329 -0.0000005442 -0.0000005551 -0.0000005655	-0.0000005755 -0.0000005849 -0.0000005937 -0.0000006018	-0.0000006090 -0.0000006153 -0.0000006205 -0.0000006245	-0.0000006271 -0.0000006281 -0.0000006273 -0.0000006245	-0.0000006193 -0.0000006115 -0.0000006007 -0.0000005865	-0.0000005684 -0.0000005458 -0.0000005181 -0.0000004846	-0.0000004444 -0.0000003967 -0.0000003402 -0.0000002739	-0.0000001962 -0.0000001055
0.0000000000	0.0000001222	0.0000002636	0.0000004272	0.0000006159	0.0000008334	0.0000010836	0.0000013713 0.0000017015 0.0000020803 0.0000025143 0.0000030112 0.0000035795 0.0000042290 0.0000049705	0.0000058166 0.0000067812 0.0000078800 0.0000091306 0.0000105531 0.0000121697 0.0000140055 0.0000160887	0.0000184507 0.0000211269 0.0000241567 0.0000275841 0.0000314584 0.0000358343 0.0000407730 0.0000463426	0.0000526186 0.0000596851 0.0000676354 0.0000765730 0.0000866125 0.0000978808 0.0001105182 0.0001246797	0.0001405364 0.0001582771 0.0001781096 0.0002002627 0.0002249880 0.0002525618 0.0002832874 0.0003174974	0.0003555560 0.0003978617 0.0004448502 0.0004969974 0.0005548222 0.0006188905 0.0006898185 0.0007682760	0.0008549916 0.0009507553 0.0010564247 0.0011729284 0.0013012713 0.0014425400 0.0015979079 0.0017686407	0.0019561031 0.0021617634 0.0023872012 0.0026341130 0.0029043192 0.0031997720 0.0035225605 0.0038749194	0.0042592362 0.0046780589 0.0051341024 0.0056302585 0.0061696018 0.0067553981 0.0073911110 0.0080804126	0.0088271890 0.0048177410 -0.0000000686	-0.0000000729 -0.0000000774 -0.0000000821 -0.0000000870	-0.0000000922 -0.0000000975 -0.0000001031 -0.0000001090	-0.0000001151 -0.0000001214 -0.0000001280 -0.0000001348	-0.0000001419 -0.0000001493 -0.0000001569 -0.0000001648	-0.0000001729 -0.0000001813 -0.0000001899 -0.0000001988	-0.0000002080 -0.0000002174 -0.0000002271 -0.0000002370	-0.0000002472 -0.0000002576 -0.0000002682 -0.0000002791	-0.0000002901 -0.0000003014 -0.0000003128 -0.0000003245	-0.0000003363 -0.0000003482 -0.0000003603 -0.0000003725	-0.0000003848 -0.0000003972 -0.0000004096 -0.0000004221	-0.0000004346 -0.0000004471 -0.0000004596 -0.0000004720	-0.0000004843 -0.0000004965 -0.0000005085 -0.0000005202	-0.0000005318 -0.0000005430 -0.0000005538 -0.0000005643	-0.0000005742 -0.0000005836 -0.0000005924 -0.0000006005	-0.0000006077 -0.0000006139 -0.0000006191 -0.0000006231	-0.0000006257 -0.0000006267 -0.0000006259 -0.0000006231	-0.0000006179 -0.0000006102 -0.0000005994 -0.0000005852	-0.0000005671 -0.0000005446 -0.0000005169 -0.0000004835	-0.0000004434 -0.0000003958 -0.0000003395 -0.0000002733	-0.0000001957 -0.0000001053
0.0000000000	0.0000001219	0.0000002630	0.0000004261	0.0000006143	0.0000008312	0.0000010808	0.0000013677 0.0000016972 0.0000020750 0.0000025079 0.0000030035 0.0000035703 0.0000042181 0.0000049578	0.0000058017 0.0000067638 0.0000078597 0.0000091072 0.0000105260 0.0000121384 0.0000139695 0.0000160474	0.0000184034 0.0000210727 0.0000240947 0.0000275133 0.0000313776 0.0000357423 0.0000406684 0.0000462236	0.0000524835 0.0000595319 0.0000674618 0.0000763765 0.0000863902 0.0000976295 0.0001102345 0.0001243596	0.0001401757 0.0001578708 0.0001776524 0.0001997486 0.0002244104 0.0002519135 0.0002825602 0.0003166825	0.0003546433 0.0003968405 0.0004437084 0.0004957216 0.0005533980 0.0006173019 0.0006880477 0.0007663039	0.0008527968 0.0009483148 0.0010537129 0.0011699175 0.0012979311 0.0014388370 0.0015938061 0.0017641009	0.0019510818 0.0021562143 0.0023810733 0.0026273513 0.0028968642 0.0031915584 0.0035135183 0.0038649729	0.0042483034 0.0046660504 0.0051209237 0.0056158062 0.0061537651 0.0067380574 0.0073721381 0.0080596711	0.0088045308 0.0048053740 -0.0000000684	-0.0000000727 -0.0000000772 -0.0000000819 -0.0000000868	-0.0000000919 -0.0000000973 -0.0000001029 -0.0000001087	-0.0000001148 -0.0000001211 -0.0000001277 -0.0000001345	-0.0000001416 -0.0000001489 -0.0000001565 -0.0000001643	-0.0000001724 -0.0000001808 -0.0000001894 -0.0000001983	-0.0000002075 -0.0000002169 -0.0000002265 -0.0000002364	-0.0000002466 -0.0000002569 -0.0000002675 -0.0000002783	-0.0000002894 -0.0000003006 -0.0000003120 -0.0000003236	-0.0000003354 -0.0000003473 -0.0000003594 -0.0000003715	-0.0000003838 -0.0000003962 -0.0000004086 -0.0000004210	-0.0000004335 -0.0000004460 -0.0000004584 -0.0000004708	-0.0000004831 -0.0000004952 -0.0000005071 -0.0000005189	-0.0000005304 -0.0000005416 -0.0000005524 -0.0000005628	-0.0000005728 -0.0000005821 -0.0000005909 -0.0000005989	-0.0000006061 -0.0000006123 -0.0000006175 -0.0000006215	-0.0000006241 -0.0000006251 -0.0000006243 -0.0000006215	-0.0000006164 -0.0000006086 -0.0000005979 -0.0000005837	-0.0000005657 -0.0000005432 -0.0000005156 -0.0000004823	-0.0000004423 -0.0000003948 -0.0000003386 -0.0000002726	-0.0000001952 -0.0000001050
0.0000000000	0.0000001215	0.0000002622	0.0000004248	0.0000006125	0.0000008288	0.0000010777	0.0000013638 0.0000016922 0.0000020689 0.0000025006 0.0000029947 0.0000035599 0.0000042058 0.0000049434	0.0000057848 0.0000067441 0.0000078369 0.0000090807 0.0000104954 0.0000121031 0.0000139289 0.0000160007	0.0000183498 0.0000210114 0.0000240246 0.0000274333 0.0000312864 0.0000356384 0.0000405501 0.0000460892	0.0000523309 0.0000593588 0.0000672656 0.0000761543 0.0000861389 0.0000973456 0.0001099138 0.0001239979	0.0001397679 0.0001574116 0.0001771357 0.0001991676 0.0002237577 0.0002511807 0.0002817384 0.0003157613	0.0003536118 0.0003956862 0.0004424178 0.0004942797 0.0005517884 0.0006155064 0.0006860464 0.0007640750	0.0008503163 0.0009455565 0.0010506480 0.0011665147 0.0012941557 0.0014346520 0.0015891703 0.0017589696	0.0019454069 0.0021499426 0.0023741475 0.0026197091 0.0028884383 0.0031822755 0.0035032986 0.0038537309	0.0042359461 0.0046524787 0.0051060286 0.0055994717 0.0061358660 0.0067184581 0.0073506958 0.0080362279	0.0087789213 0.0047913971 -0.0000000682	-0.0000000725 -0.0000000770 -0.0000000816 -0.0000000865	-0.0000000917 -0.0000000970 -0.0000001026 -0.0000001084	-0.0000001144 -0.0000001207 -0.0000001273 -0.0000001341	-0.0000001411 -0.0000001485 -0.0000001560 -0.0000001639	-0.0000001719 -0.0000001803 -0.0000001889 -0.0000001978	-0.0000002069 -0.0000002162 -0.0000002259 -0.0000002357	-0.0000002458 -0.0000002562 -0.0000002668 -0.0000002775	-0.0000002885 -0.0000002997 -0.0000003111 -0.0000003227	-0.0000003344 -0.0000003463 -0.0000003583 -0.0000003705	-0.0000003827 -0.0000003950 -0.0000004074 -0.0000004198	-0.0000004323 -0.0000004447 -0.0000004571 -0.0000004694	-0.0000004816 -0.0000004937 -0.0000005057 -0.0000005174	-0.0000005289 -0.0000005400 -0.0000005508 -0.0000005612	-0.0000005711 -0.0000005805 -0.0000005892 -0.0000005972	-0.0000006043 -0.0000006106 -0.0000006157 -0.0000006197	-0.0000006222 -0.0000006232 -0.0000006225 -0.0000006197	-0.0000006146 -0.0000006068 -0.0000005961 -0.0000005820	-0.0000005640 -0.0000005416 -0.0000005141 -0.0000004809	-0.0000004410 -0.0000003936 -0.0000003376 -0.0000002718	-0.0000001947 -0.0000001047
0.0000000000	0.0000001211	0.0000002613	0.0000004235	0.0000006105	0.0000008261	0.0000010742	0.0000013593 0.0000016867 0.0000020622 0.0000024925 0.0000029850 0.0000035484 0.0000041922 0.0000049273	0.0000057660 0.0000067222 0.0000078114 0.0000090512 0.0000104613 0.0000120638 0.0000138836 0.0000159487	0.0000182902 0.0000209431 0.0000239465 0.0000273441 0.0000311847 0.0000355225 0.0000404183 0.0000459394	0.0000521608 0.0000591658 0.0000670470 0.0000759068 0.0000858589 0.0000970292 0.0001095566 0.0001235949	0.0001393137 0.0001569000 0.0001765599 0.0001985203 0.0002230304 0.0002503643 0.0002808226 0.0003147350	0.0003524625 0.0003944001 0.0004409798 0.0004926732 0.0005499949 0.0006135058 0.0006838166 0.0007615915	0.0008475525 0.0009424831 0.0010472331 0.0011627231 0.0012899493 0.0014299889 0.0015840051 0.0017532525	0.0019390837 0.0021429546 0.0023664308 0.0026111945 0.0028790499 0.0031719320 0.0034919118 0.0038412053	0.0042221779 0.0046373568 0.0050894325 0.0055812718 0.0061159222 0.0066966214 0.0073268036 0.0080101080	0.0087503865 0.0047758236 -0.0000000680	-0.0000000723 -0.0000000767 -0.0000000814 -0.0000000863	-0.0000000914 -0.0000000967 -0.0000001022 -0.0000001080	-0.0000001141 -0.0000001204 -0.0000001269 -0.0000001337	-0.0000001407 -0.0000001480 -0.0000001555 -0.0000001633	-0.0000001714 -0.0000001797 -0.0000001883 -0.0000001971	-0.0000002062 -0.0000002155 -0.0000002251 -0.0000002350	-0.0000002450 -0.0000002554 -0.0000002659 -0.0000002766	-0.0000002876 -0.0000002988 -0.0000003101 -0.0000003216	-0.0000003333 -0.0000003452 -0.0000003572 -0.0000003692	-0.0000003814 -0.0000003937 -0.0000004061 -0.0000004185	-0.0000004309 -0.0000004432 -0.0000004556 -0.0000004679	-0.0000004801 -0.0000004921 -0.0000005040 -0.0000005157	-0.0000005271 -0.0000005383 -0.0000005490 -0.0000005594	-0.0000005692 -0.0000005786 -0.0000005873 -0.0000005952	-0.0000006024 -0.0000006086 -0.0000006137 -0.0000006177	-0.0000006202 -0.0000006212 -0.0000006204 -0.0000006177	-0.0000006126 -0.0000006049 -0.0000005942 -0.0000005801	-0.0000005622 -0.0000005398 -0.0000005124 -0.0000004793	-0.0000004396 -0.0000003923 -0.0000003365 -0.0000002709	-0.0000001940 -0.0000001043
